month,product_line,region,revenue_k,cost_k,gross_margin_rate,order_count
2025-05,云梯-标准版,西部,68.46,34.93,0.4898,14
2025-05,云梯-硬件,华东,127.79,94.45,0.2609,21
2025-05,云梯-硬件,华北,89.84,65.09,0.2754,18
2025-05,云梯-硬件,华南,77.25,58.8,0.2389,6
2025-05,云梯-硬件,西部,50.16,37.6,0.2504,1
2025-05,云梯-服务,华东,90.21,44.21,0.5099,11
2025-05,云梯-服务,华北,63.34,30.49,0.5187,18
2025-05,云梯-服务,华南,48.36,23.8,0.5079,8
2025-05,云梯-服务,西部,33.92,16.07,0.5264,3
2025-06,云梯-企业版,华东,442.86,204.55,0.5381,67
2025-06,云梯-企业版,华北,285.05,131.19,0.5398,34
2025-06,云梯-企业版,华南,238.78,114.31,0.5213,29
2025-06,云梯-企业版,西部,162.37,76.39,0.5295,18
2025-06,云梯-标准版,华东,258.93,138.76,0.4641,33
2025-06,云梯-标准版,华北,164.82,87.94,0.4664,23
2025-06,云梯-标准版,华南,134.59,70.45,0.4766,16
2025-06,云梯-标准版,西部,82.46,43.9,0.4677,11
2025-06,云梯-硬件,华东,160.01,117.34,0.2667,25
2025-06,云梯-硬件,华北,107.73,80.55,0.2523,16
2025-06,云梯-硬件,华南,90.3,65.38,0.2759,17
2025-06,云梯-硬件,西部,65.16,48.13,0.2613,1
2025-06,云梯-服务,华东,108.72,50.59,0.5347,11
2025-06,云梯-服务,华北,77.31,36.49,0.528,5
2025-06,云梯-服务,华南,61.61,29.49,0.5213,12
2025-06,云梯-服务,西部,42.52,21.42,0.4962,5
2025-07,云梯-企业版,华东,366.35,176.22,0.519,47
2025-07,云梯-企业版,华北,215.14,101.13,0.5299,31
2025-07,云梯-企业版,华南,219.57,104.36,0.5247,36
2025-07,云梯-企业版,西部,132.44,64.86,0.5102,16
2025-07,云梯-标准版,华东,213.07,110.67,0.4806,26
2025-07,云梯-标准版,华北,128.11,65.35,0.4899,20
2025-07,云梯-标准版,华南,105.85,54.77,0.4825,16
2025-07,云梯-标准版,西部,70.58,37.83,0.464,17
2025-07,云梯-硬件,华东,126.49,93.28,0.2626,18
2025-07,云梯-硬件,华北,79.76,58.19,0.2705,12
2025-07,云梯-硬件,华南,70.22,52.15,0.2574,18
2025-07,云梯-硬件,西部,50.77,38.03,0.2509,5
2025-07,云梯-服务,华东,90.82,42.67,0.5302,6
2025-07,云梯-服务,华北,51.16,24.26,0.5259,10
2025-07,云梯-服务,华南,58.78,27.17,0.5378,9
2025-07,云梯-服务,西部,33.52,16.75,0.5002,7
2025-08,云梯-企业版,华东,331.82,156.56,0.5282,46
2025-08,云梯-企业版,华北,223.13,103.62,0.5356,30
2025-08,云梯-企业版,华南,212.32,99.81,0.5299,32
2025-08,云梯-企业版,西部,129.22,63.52,0.5084,13
2025-08,云梯-标准版,华东,212.19,109.12,0.4857,31
2025-08,云梯-标准版,华北,119.47,60.24,0.4958,6
2025-08,云梯-标准版,华南,106.2,57.57,0.4579,19
2025-08,云梯-标准版,西部,81.43,43.1,0.4707,9
2025-08,云梯-硬件,华东,135.78,100.0,0.2635,12
2025-08,云梯-硬件,华北,70.41,52.33,0.2567,15
2025-08,云梯-硬件,华南,78.64,57.28,0.2716,13
2025-08,云梯-硬件,西部,47.91,36.06,0.2474,9
2025-08,云梯-服务,华东,104.78,51.0,0.5133,13
2025-08,云梯-服务,华北,51.55,25.84,0.4987,6
2025-08,云梯-服务,华南,54.57,26.73,0.5102,9
2025-08,云梯-服务,西部,36.53,18.36,0.4974,2
2025-09,云梯-企业版,华东,504.86,250.27,0.5043,86
2025-09,云梯-企业版,华北,251.96,121.89,0.5162,32
2025-09,云梯-企业版,华南,261.67,125.09,0.5219,39
2025-09,云梯-企业版,西部,153.33,74.51,0.514,31
2025-09,云梯-标准版,华东,261.09,137.34,0.474,39
2025-09,云梯-标准版,华北,160.41,84.04,0.4761,18
2025-09,云梯-标准版,华南,129.16,66.62,0.4842,17
2025-09,云梯-标准版,西部,95.86,51.7,0.4607,15
2025-09,云梯-硬件,华东,158.94,118.44,0.2548,17
2025-09,云梯-硬件,华北,94.9,69.75,0.265,14
2025-09,云梯-硬件,华南,100.03,77.66,0.2237,13
2025-09,云梯-硬件,西部,56.99,43.39,0.2386,13
2025-09,云梯-服务,华东,122.84,57.52,0.5318,15
2025-09,云梯-服务,华北,70.06,34.09,0.5135,11
2025-09,云梯-服务,华南,64.71,30.84,0.5234,9
2025-09,云梯-服务,西部,43.21,20.67,0.5217,1
2025-10,云梯-企业版,华东,392.03,187.13,0.5227,58
2025-10,云梯-企业版,华北,203.48,94.96,0.5333,22
2025-10,云梯-企业版,华南,209.05,99.7,0.5231,35
2025-10,云梯-企业版,西部,142.82,70.4,0.5071,21
2025-10,云梯-标准版,华东,232.01,125.29,0.46,26
2025-10,云梯-标准版,华北,121.27,59.95,0.5056,16
2025-10,云梯-标准版,华南,110.62,55.89,0.4948,17
2025-10,云梯-标准版,西部,83.77,45.32,0.4589,12
2025-10,云梯-硬件,华东,121.29,89.8,0.2596,12
2025-10,云梯-硬件,华北,77.32,57.02,0.2626,12
2025-10,云梯-硬件,华南,71.06,52.3,0.264,4
2025-10,云梯-硬件,西部,43.69,32.53,0.2554,5
2025-10,云梯-服务,华东,92.68,46.0,0.5036,9
2025-10,云梯-服务,华北,58.91,28.13,0.5225,5
2025-10,云梯-服务,华南,45.11,21.14,0.5313,5
2025-10,云梯-服务,西部,35.09,17.41,0.5038,1
2025-11,云梯-企业版,华东,352.34,167.36,0.525,51
2025-11,云梯-企业版,华北,218.83,108.03,0.5063,30
2025-11,云梯-企业版,华南,195.49,90.6,0.5365,30
2025-11,云梯-企业版,西部,140.56,67.46,0.52,20
2025-11,云梯-标准版,华东,215.21,111.71,0.4809,26
2025-11,云梯-标准版,华北,129.75,67.3,0.4813,20
2025-11,云梯-标准版,华南,120.3,66.19,0.4498,14
2025-11,云梯-标准版,西部,76.19,38.72,0.4918,17
2025-11,云梯-硬件,华东,121.23,91.1,0.2486,19
2025-11,云梯-硬件,华北,74.03,54.04,0.2701,13
2025-11,云梯-硬件,华南,70.42,51.78,0.2648,3
2025-11,云梯-硬件,西部,45.11,33.66,0.2539,5
2025-11,云梯-服务,华东,100.64,47.5,0.5281,8
2025-11,云梯-服务,华北,54.21,26.33,0.5142,1
2025-11,云梯-服务,华南,46.71,22.67,0.5147,7
2025-11,云梯-服务,西部,31.76,15.62,0.5082,8
2025-12,云梯-企业版,华东,461.74,217.95,0.528,75
2025-12,云梯-企业版,华北,276.05,130.61,0.5268,46
2025-12,云梯-企业版,华南,258.26,119.13,0.5387,36
2025-12,云梯-企业版,西部,163.85,80.51,0.5086,21
2025-12,云梯-标准版,华东,261.8,135.89,0.481,39
2025-12,云梯-标准版,华北,148.69,74.14,0.5014,18
2025-12,云梯-标准版,华南,153.13,81.46,0.468,19
2025-12,云梯-标准版,西部,96.34,51.3,0.4675,17
2025-12,云梯-硬件,华东,156.55,115.02,0.2653,22
2025-12,云梯-硬件,华北,96.04,70.1,0.2701,14
2025-12,云梯-硬件,华南,86.23,63.31,0.2658,7
2025-12,云梯-硬件,西部,58.56,42.71,0.2706,14
2025-12,云梯-服务,华东,113.06,52.69,0.534,13
2025-12,云梯-服务,华北,71.71,34.17,0.5235,7
2025-12,云梯-服务,华南,68.4,33.8,0.5058,10
2025-12,云梯-服务,西部,41.9,20.29,0.5159,13
2024-02,云梯-标准版,华南,101.28,53.7,0.4698,17
2025-11,云梯-服务,西部,31.76,15.62,0.5082,8
2023-08,云梯-硬件,华北,70.7,52.04,0.2639,11
2025-12,云梯-企业版,华北,276.05,130.61,0.5268,46
2025-12,云梯-企业版,华东,461.74,217.95,0.528,75
2024-08,云梯-服务,华东,77.91,35.92,0.5389,13
2024-01,云梯-标准版,西部,61.61,32.3,0.4757,6
2023-04,云梯-硬件,华东,116.16,84.89,0.2692,20
2023-10,云梯-标准版,华南,113.76,58.04,0.4898,16
2024-07,云梯-服务,西部,32.37,15.06,0.5348,2
2024-02,云梯-服务,华北,54.16,24.16,0.5539,10
2023-07,云梯-硬件,华北,72.51,53.32,0.2647,16
