month,customer_id,receivable_k,dso_days,overdue,revenue_share
2025-07,C10,102.99,51.6,0,0.0298
2025-07,C11,104.7,52.5,0,0.0298
2025-07,C12,95.95,48.1,0,0.0298
2025-07,C13,88.49,44.3,0,0.0298
2025-07,C14,90.66,45.4,0,0.0298
2025-07,C15,95.67,47.9,0,0.0298
2025-07,C16,89.75,45.0,0,0.0298
2025-07,C17,107.38,53.8,0,0.0298
2025-07,C18,87.66,43.9,0,0.0298
2025-07,C19,90.67,45.4,0,0.0298
2025-07,C20,88.4,44.3,0,0.0298
2025-08,C01,437.36,49.0,0,0.1341
2025-08,C02,354.61,44.8,0,0.119
2025-08,C03,881.88,123.0,1,0.1077
2025-08,C04,285.4,42.8,0,0.1002
2025-08,C05,322.75,52.4,0,0.0927
2025-08,C06,99.09,50.1,0,0.0298
2025-08,C07,88.73,44.8,0,0.0298
2025-08,C08,105.2,53.1,0,0.0298
2025-08,C09,94.68,47.8,0,0.0298
2025-08,C10,84.29,42.6,0,0.0298
2025-08,C11,116.66,58.9,0,0.0298
2025-08,C12,88.08,44.5,0,0.0298
2025-08,C13,93.68,47.3,0,0.0298
2025-08,C14,91.49,46.2,0,0.0298
2025-08,C15,99.06,50.0,0,0.0298
2025-08,C16,88.83,44.9,0,0.0298
2025-08,C17,113.32,57.2,0,0.0298
2025-08,C18,96.3,48.6,0,0.0298
2025-08,C19,91.61,46.3,0,0.0298
2025-08,C20,99.54,50.3,0,0.0298
2025-09,C01,550.14,48.6,0,0.1341
2025-09,C02,412.55,41.1,0,0.119
2025-09,C03,1165.98,128.3,1,0.1077
2025-09,C04,388.69,46.0,0,0.1002
2025-09,C05,364.85,46.7,0,0.0927
2025-09,C06,113.6,45.3,0,0.0298
2025-09,C07,114.61,45.7,0,0.0298
2025-09,C08,102.18,40.7,0,0.0298
2025-09,C09,110.56,44.1,0,0.0298
2025-09,C10,112.6,44.9,0,0.0298
2025-09,C11,154.22,61.5,0,0.0298
2025-09,C12,116.28,46.3,0,0.0298
2025-09,C13,127.47,50.8,0,0.0298
2025-09,C14,140.89,56.1,0,0.0298
2025-09,C15,107.87,43.0,0,0.0298
2025-09,C16,125.35,50.0,0,0.0298
2025-09,C17,125.26,49.9,0,0.0298
2025-09,C18,123.41,49.2,0,0.0298
2025-09,C19,110.5,44.0,0,0.0298
2025-09,C20,112.46,44.8,0,0.0298
2025-10,C01,422.65,46.3,0,0.1341
2025-10,C02,356.55,44.1,0,0.119
2025-10,C03,806.94,110.2,,0.1077
2025-10,C04,288.64,42.4,0,0.1002
2025-10,C05,279.66,44.4,0,0.0927
2025-10,C06,90.88,44.9,0,0.0298
2025-10,C07,104.93,51.9,0,0.0298
2025-10,C08,101.78,50.3,0,0.0298
2025-10,C09,84.45,41.7,0,0.0298
2025-10,C10,89.98,44.5,0,0.0298
2025-10,C11,112.34,55.5,0,0.0298
2025-10,C12,89.9,44.4,0,0.0298
2025-10,C13,87.51,43.2,,0.0298
2025-10,C14,113.24,56.0,0,0.0298
2025-10,C15,106.52,52.6,0,0.0298
2025-10,C16,96.61,47.7,0,0.0298
2025-10,C17,93.25,46.1,0,0.0298
2025-10,C18,97.17,48.0,0,0.0298
2025-10,C19,97.19,48.0,0,0.0298
2025-10,C20,80.17,39.6,0,0.0298
2025-11,C01,374.57,42.1,0,0.1341
2025-11,C02,368.58,46.6,0,0.119
2025-11,C03,722.14,100.9,1,0.1077
2025-11,C04,286.74,43.1,0,0.1002
2025-11,C05,258.18,41.9,0,0.0927
2025-11,C06,94.43,47.8,0,0.0298
2025-11,C07,96.53,48.8,0,0.0298
2025-11,C08,89.32,45.2,0,0.0298
2025-11,C09,92.73,46.9,0,0.0298
2025-11,C10,95.96,48.6,0,0.0298
2025-11,C11,107.21,54.2,0,0.0298
2025-11,C12,96.19,48.7,,0.0298
2025-11,C13,89.01,45.0,0,0.0298
2025-11,C14,119.01,60.2,0,0.0298
2025-11,C15,76.97,38.9,0,0.0298
2025-11,C16,101.95,51.6,0,0.0298
2025-11,C17,87.23,44.1,0,0.0298
2025-11,C18,96.99,49.1,0,0.0298
2025-11,C19,101.81,51.5,0,0.0298
2025-11,C20,82.39,41.7,0,0.0298
2025-12,C01,478.72,42.6,0,0.1341
2025-12,C02,407.21,40.9,0,0.119
2025-12,C03,1101.05,122.1,1,0.1077
2025-12,C04,362.86,43.2,0,0.1002
2025-12,C05,362.34,46.7,0,0.0927
2025-12,C06,109.97,44.1,0,0.0298
2025-12,C07,130.7,52.5,0,0.0298
2025-12,C08,120.1,48.2,0,0.0298
2025-12,C09,109.79,44.1,0,0.0298
2025-12,C10,120.92,48.5,0,0.0298
2025-12,C11,135.84,54.5,0,0.0298
2025-12,C12,122.94,49.3,0,0.0298
2025-12,C13,117.63,47.2,0,0.0298
2025-12,C14,131.64,52.8,0,0.0298
2025-12,C15,117.75,47.3,0,0.0298
2025-12,C16,121.38,48.7,0,0.0298
2025-12,C17,118.78,47.7,0,0.0298
2025-12,C18,117.44,47.1,0,0.0298
2025-12,C19,111.46,44.7,0,0.0298
2025-12,C20,124.92,50.1,0,0.0298
